ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Minimum Target,Action Plan,Artifact Name
ID.RA-04 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-04,Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,"Ex2: Enumerate the potential business impacts of unauthorized access to the organization's communications, systems, and data processed in or by those systems",Yes,,,,"PM-09,PM-11,RA-02,RA-03,RA-08,RA-09",,3,5,Remediation in progress,2024-03-15,In Progress,1,5,Budget constraints,2024-06-15,Blocked,,,,,,0,5,,2024-12-15,Not Started,5,,
ID.RA-05 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-05,"Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization",Ex1: Develop threat models to better understand risks to the data and identify appropriate risk responses,No,,,,"PM-16,RA-02,RA-03,RA-07",,,,,,,,,,,,,,,,,,,,,,5,,
ID.RA-06 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-06,"Risk responses are chosen, prioritized, planned, tracked, and communicated",Ex4: Use risk assessment findings to inform risk response decisions and actions,Yes,,,,"PM-09,PM-18,PM-30,RA-07",,2,5,Remediation in progress,2024-03-15,In Progress,0,5,,2024-06-15,Not Started,5,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
ID.RA-07 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked","Ex1: Implement and follow procedures for the formal documentation, review, testing, and approval of proposed changes and requested exceptions",No,,,,"CA-07,CM-03,CM-04",,,,,,,,,,,,,,,,,,,,,,5,,
ID.RA-08 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",Ex1: Conduct vulnerability information sharing between the organization and its suppliers following the rules and protocols defined in contracts,Yes,,,,RA-05,,0,5,,2024-03-15,Not Started,0,5,Budget constraints,2024-06-15,Blocked,3,5,Configuration updates being applied,2024-09-15,In Progress,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
ID.RA-09 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-09,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,Ex1: Assess the authenticity and cybersecurity of critical technology products and services prior to acquisition and use,No,,,,"SA-04,SA-05,SA-10,SA-11,SA-15,SA-17,SI-07,SR-05,SR-06,SR-10,SR-11",,,,,,,,,,,,,,,,,,,,,,5,,
ID.RA-10 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-10,Critical suppliers are assessed prior to acquisition,"Ex1: Conduct supplier risk assessments against business and applicable cybersecurity requirements, including the supply chain",No,,,,SR-06,,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization","Ex2: Issue, manage, and revoke cryptographic certificates and identity tokens, cryptographic keys (i.e., key management), and other credentials",No,,,,"AC-01,AC-02,AC-14,IA-01,IA-02,IA-03,IA-04,IA-05,IA-06,IA-07,IA-08,IA-09,IA-10,IA-11",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,"Ex2: Issue a different credential for each person (i.e., no credential sharing)",Yes,,,,IA-12,,4,5,Awaiting auditor review,2024-03-15,Pending Review,4,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
PR.AA-03 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated","Ex3: Periodically reauthenticate users, services, and hardware based on risk (e.g., in zero trust architectures)",No,,,,"AC-07,AC-12,IA-02,IA-03,IA-05,IA-07,IA-08,IA-09,IA-10,IA-11",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-04 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected, conveyed, and verified",Ex1: Protect identity assertions that are used to convey authentication and user information through single sign-on systems,No,,,,IA-13,,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-05 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex1: Review logical and physical access privileges periodically and whenever someone changes roles or leaves the organization, and promptly rescind privileges that are no longer needed",No,,,,"AC-01,AC-02,AC-03,AC-05,AC-06,AC-10,AC-16,AC-17,AC-18,AC-19,AC-24,IA-13",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-06 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk","Ex1: Use security guards, security cameras, locked entrances, alarm systems, and other physical controls to monitor facilities and restrict access",Yes,,,,"PE-02,PE-03,PE-04,PE-05,PE-06,PE-08,PE-18,PE-19,PE-20",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,5,5,Control operating as expected,2024-06-15,Completed,0,5,Dependencies not met,2024-09-15,Blocked,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
PR.AT-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,"Ex2: Train personnel to recognize social engineering attempts and other common attacks, report attacks and suspicious activity, comply with acceptable use policies, and perform basic cyber hygiene tasks (e.g., patching software, choosing passwords, protecting credentials)",No,,,,"AT-02,AT-03",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AT-02 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,Ex4: Require annual refreshers to reinforce existing practices and introduce new practices,Yes,,,,AT-03,,3,5,Awaiting auditor review,2024-03-15,Pending Review,,,,,,5,5,Evidence reviewed and approved,2024-09-15,Completed,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
PR.DS-01 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",Ex4: Restrict the use of removable media to prevent data exfiltration,Yes,,,,"CA-03,CP-09,MP-08,SC-04,SC-07,SC-12,SC-13,SC-28,SC-32,SC-39,SC-43,SI-03,SI-04,SI-07",,3,5,Remediation in progress,2024-03-15,In Progress,6,5,Control operating as expected,2024-06-15,Completed,0,5,,2024-09-15,Not Started,,,,,,5,,
PR.DS-02 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex3: Block access to personal email, file sharing, file storage services, and other personal communications applications and services from organizational systems and networks",Yes,,,,"AU-16,CA-03,SC-04,SC-07,SC-08,SC-11,SC-12,SC-13,SC-16,SC-40,SC-43,SI-03,SI-04,SI-07",,0,5,,2024-03-15,Not Started,3,5,Documentation under review,2024-06-15,Pending Review,2,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
PR.DS-10 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected","Ex1: Remove data that must remain confidential (e.g., from processors and memory) as soon as it is no longer needed",Yes,,,,"AC-02,AC-03,AC-04,AU-09,AU-13,CA-03,CP-09,SA-08,SC-04,SC-07,SC-11,SC-13,SC-24,SC-32,SC-39,SC-40,SC-43,SI-03,SI-04,SI-07,SI-10,SI-16",,0,5,,2024-03-15,Not Started,,,,,,2,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
PR.DS-11 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested",Ex2: Test backups and restores for all types of data sources at least annually,Yes,,,,"CP-06,CP-09",,0,5,,2024-03-15,Not Started,5,5,Control operating as expected,2024-06-15,Completed,,,,,,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
