ID,Function,Function Description,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,Control Implementation Description,Test Procedure(s),Observations,Current State Score,Desired State Score,Testing Status
RS.MI-01 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01,Incidents are contained,"Ex1: Cybersecurity technologies (e.g., antivirus software) and cybersecurity features of other technologies (e.g., operating systems, network infrastructure devices) automatically perform containment actions",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MI-01 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01,Incidents are contained,Ex2: Allow incident responders to manually select and perform containment actions,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MI-01 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01,Incidents are contained,"Ex3: Allow a third party (e.g., internet service provider, managed security service provider) to perform containment actions on behalf of the organization",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MI-01 Ex4,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01,Incidents are contained,Ex4: Automatically transfer compromised endpoints to a remediation virtual local area network (VLAN),Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MI-02 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-02,Incidents are eradicated,"Ex1: Cybersecurity technologies and cybersecurity features of other technologies (e.g., operating systems, network infrastructure devices) automatically perform eradication actions",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MI-02 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-02,Incidents are eradicated,Ex2: Allow incident responders to manually select and perform eradication actions,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MI-02 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI),Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-02,Incidents are eradicated,"Ex3: Allow a third party (e.g., managed security service provider) to perform eradication actions on behalf of the organization",Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-01 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,Ex1: Begin recovery procedures during or after incident response processes,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-01 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,Ex2: Make all individuals with recovery responsibilities aware of the plans for recovery and the authorizations required to implement each aspect of the plans,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-02 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-02,"Recovery actions are selected, scoped, prioritized, and performed",Ex1: Select recovery actions based on the criteria defined in the incident response plan and available resources,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-02 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-02,"Recovery actions are selected, scoped, prioritized, and performed",Ex2: Change planned recovery actions based on a reassessment of organizational needs and resources,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-03 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-03,The integrity of backups and other restoration assets is verified before using them for restoration,"Ex1: Check restoration assets for indicators of compromise, file corruption, and other integrity issues before use",Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-04 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex1: Use business impact and system categorization records (including service delivery objectives) to validate that essential services are restored in the appropriate order,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-04 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex2: Work with system owners to confirm the successful restoration of systems and the return to normal operations,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-04 Ex3,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex3: Monitor the performance of restored systems to verify the adequacy of the restoration,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-05 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-05,"The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",Ex1: Check restored assets for indicators of compromise and remediation of root causes of the incident before production use,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-05 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-05,"The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",Ex2: Verify the correctness and adequacy of the restoration actions taken before putting a restored system online,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-06 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed","Ex1: Prepare an after-action report that documents the incident itself, the response and recovery actions taken, and lessons learned",Yes,Gerry,"Jason, James",Steve,,,,,,
RC.RP-06 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",Ex2: Declare the end of incident recovery once the criteria are met,Yes,Gerry,"Jason, James",Steve,,,,,,
RC.CO-03 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,"Ex1: Securely share recovery information, including restoration progress, consistent with response plans and information sharing agreements",Yes,Gerry,"Jason, James",Steve,,,,,,
